,name,external_id,description,labels,metadata,parent_external_id
100,Ingredient Doser,NPFZD232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'ingredient_doser'}",nuremberg_production_fri_Z75
101,In-line Mixer,NPFZD232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'in-line_mixer'}",NPFZD232
102,Ice Cream Feed,NPFZD232_feed,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'ice_cream_feed'}",NPFZD232
103,Funnel,NPFZD232_funnel,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'funnel'}",NPFZD232
104,Lamella Pump,NPFZD232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'lamella_pump'}",NPFZD232
105,Continuous Freezer,NPFZCF331,,"['function:continuousFreeze', 'isa95:unit']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'continuous_freezer'}",nuremberg_production_fri_Z75
106,Compressor,NPFZCF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Nuremberg', 'src': 'sap', 'type': 'compressor'}",NPFZCF331
107,Freezing Cylinder,NPFZCF331_cylinder,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'freezing_cylinder'}",NPFZCF331
108,Gear Pump 01,NPFZCF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'gear_pump_01'}",NPFZCF331
109,Gear Pump 02,NPFZCF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'gear_pump_02'}",NPFZCF331
110,Air Pump,NPFZCF331_air_pump,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'air_pump'}",NPFZCF331
111,Pre-Heating and Mixing A46,nuremberg_production_mix_A46,,['isa95:process_cell'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",nuremberg_production
112,Mix Tank,NPMAT243,,"['isa95:unit', 'function:mix']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'mix_tank'}",nuremberg_production_mix_A46
113,Pre-Heating and Mixing D39,nuremberg_production_mix_D39,,['isa95:process_cell'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",nuremberg_production
114,Mix Tank,NPMDT243,,"['isa95:unit', 'function:mix']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'mix_tank'}",nuremberg_production_mix_D39
115,Pre-Heating and Mixing Z75,nuremberg_production_mix_Z75,,['isa95:process_cell'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",nuremberg_production
116,Mix Tank,NPMZT243,,"['isa95:unit', 'function:mix']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'mix_tank'}",nuremberg_production_mix_Z75
117,Moulding Line A46,nuremberg_production_mould_A46,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'Nuremberg', 'src': 'sap', 'type': 'moulding_line'}",nuremberg_production
118,Brine Tank,NPMABT115,,"['function:brineStore', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'brine_tank'}",nuremberg_production_mould_A46
119,Brine Flow System,NPMABFS561,,"['isa95:unit', 'function:brineTransport']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'brine_flow_system'}",nuremberg_production_mould_A46
120,Cartoning,NPMAC561,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cartoning'}",nuremberg_production_mould_A46
121,Volumetric Filler,NPMAVF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'volumetric_filler'}",nuremberg_production_mould_A46
122,Stick Inserter,NPMASI664,,"['isa95:unit', 'function:insertStick']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'stick_inserter'}",nuremberg_production_mould_A46
123,"Main Drive, Indexing Chain Conveyor",NPMAD584,,"['isa95:unit', 'function:transportConveyor']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",nuremberg_production_mould_A46
124,Wrapping,NPMAW541,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wrapping'}",nuremberg_production_mould_A46
125,Chocolate Coating,NPMAC079,,"['function:coat', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'chocolate_coating'}",nuremberg_production_mould_A46
126,Defroster System,NPMADS552,,"['isa95:unit', 'function:defrost']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'defroster_system'}",nuremberg_production_mould_A46
127,"Extractor, Dipping and Lay-off",NPMAE012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",nuremberg_production_mould_A46
128,Moulding Line D39,nuremberg_production_mould_D39,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'Nuremberg', 'src': 'sap', 'type': 'moulding_line'}",nuremberg_production
129,Brine Tank,NPMDBT115,,"['function:brineStore', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'brine_tank'}",nuremberg_production_mould_D39
130,Brine Flow System,NPMDBFS561,,"['isa95:unit', 'function:brineTransport']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'brine_flow_system'}",nuremberg_production_mould_D39
131,Cartoning,NPMDC561,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cartoning'}",nuremberg_production_mould_D39
132,Volumetric Filler,NPMDVF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'volumetric_filler'}",nuremberg_production_mould_D39
133,Stick Inserter,NPMDSI664,,"['isa95:unit', 'function:insertStick']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'stick_inserter'}",nuremberg_production_mould_D39
134,"Main Drive, Indexing Chain Conveyor",NPMDD584,,"['isa95:unit', 'function:transportConveyor']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",nuremberg_production_mould_D39
135,Wrapping,NPMDW541,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wrapping'}",nuremberg_production_mould_D39
136,Chocolate Coating,NPMDC079,,"['function:coat', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'chocolate_coating'}",nuremberg_production_mould_D39
137,Defroster System,NPMDDS552,,"['isa95:unit', 'function:defrost']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'defroster_system'}",nuremberg_production_mould_D39
138,"Extractor, Dipping and Lay-off",NPMDE012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",nuremberg_production_mould_D39
139,Moulding Line Z75,nuremberg_production_mould_Z75,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'Nuremberg', 'src': 'sap', 'type': 'moulding_line'}",nuremberg_production
140,Brine Tank,NPMZBT115,,"['function:brineStore', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'brine_tank'}",nuremberg_production_mould_Z75
141,Brine Flow System,NPMZBFS561,,"['isa95:unit', 'function:brineTransport']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'brine_flow_system'}",nuremberg_production_mould_Z75
142,Cartoning,NPMZC561,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cartoning'}",nuremberg_production_mould_Z75
143,Volumetric Filler,NPMZVF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'volumetric_filler'}",nuremberg_production_mould_Z75
144,Stick Inserter,NPMZSI664,,"['isa95:unit', 'function:insertStick']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'stick_inserter'}",nuremberg_production_mould_Z75
145,"Main Drive, Indexing Chain Conveyor",NPMZD584,,"['isa95:unit', 'function:transportConveyor']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",nuremberg_production_mould_Z75
146,Wrapping,NPMZW541,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wrapping'}",nuremberg_production_mould_Z75
147,Chocolate Coating,NPMZC079,,"['function:coat', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'chocolate_coating'}",nuremberg_production_mould_Z75
148,Defroster System,NPMZDS552,,"['isa95:unit', 'function:defrost']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'defroster_system'}",nuremberg_production_mould_Z75
149,"Extractor, Dipping and Lay-off",NPMZE012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",nuremberg_production_mould_Z75
150,Aging A46,nuremberg_production_age_A46,,['isa95:process_cell'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'aging'}",nuremberg_production
151,Aging Tank,NPAAT812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'aging_tank'}",nuremberg_production_age_A46
152,Aging D39,nuremberg_production_age_D39,,['isa95:process_cell'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'aging'}",nuremberg_production
153,Aging Tank,NPADT812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'aging_tank'}",nuremberg_production_age_D39
154,Aging Z75,nuremberg_production_age_Z75,,['isa95:process_cell'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'aging'}",nuremberg_production
155,Aging Tank,NPAZT812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'aging_tank'}",nuremberg_production_age_Z75
